#clustering method	cluster number	cluster color	gene count	protein name	protein identifier	protein description
kmeans	7	Blue	47	TNFRSF1B	9606.ENSP00000365435	Tumor necrosis factor receptor superfamily member 1b, membrane form; Receptor with high affinity for TNFSF2/TNF-alpha and approximately 5-fold lower affinity for homotrimeric TNFSF1/lymphotoxin-alpha. The TRAF1/TRAF2 complex recruits the apoptotic suppressors BIRC2 and BIRC3 to TNFRSF1B/TNFR2. This receptor mediates most of the metabolic effects of TNF-alpha. Isoform 2 blocks TNF-alpha-induced apoptosis, which suggests that it regulates TNF-alpha function by antagonizing its biological activity.
kmeans	7	Blue	47	TNFRSF6B	9606.ENSP00000359013	Tumor necrosis factor receptor superfamily member 6B; Decoy receptor that can neutralize the cytotoxic ligands TNFS14/LIGHT, TNFSF15 and TNFSF6/FASL. Protects against apoptosis.
kmeans	7	Blue	47	VCAN	9606.ENSP00000265077	Versican core protein; May play a role in intercellular signaling and in connecting cells with the extracellular matrix. May take part in the regulation of cell motility, growth and differentiation. Binds hyaluronic acid.
kmeans	7	Blue	47	WFIKKN1	9606.ENSP00000324763	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 1; Protease-inhibitor that contains multiple distinct protease inhibitor domains. Probably has serine protease- and metalloprotease- inhibitor activity (By similarity).
kmeans	7	Blue	47	YTHDF3	9606.ENSP00000478490	YTH domain-containing family protein 3; Specifically recognizes and binds N6-methyladenosine (m6A)- containing RNAs and promotes RNA translation efficiency. M6A is a modification present at internal sites of mRNAs and some non-coding RNAs and plays a role in the efficiency of mRNA splicing, processing and stability. Shares m6A-containing mRNAs targets with YTHDF1 and YTHDF2, and regulates different processes depending on the context. Facilitates the translation of targeted mRNAs in cooperation with YTHDF1 by binding to m6A-containing mRNAs and interacting with 40S and 60S ribosome subu [...] 
kmeans	8	Light Sky Blue	63	ABL1	9606.ENSP00000361423	Tyrosine-protein kinase ABL1; Non-receptor tyrosine-protein kinase that plays a role in many key processes linked to cell growth and survival such as cytoskeleton remodeling in response to extracellular stimuli, cell motility and adhesion, receptor endocytosis, autophagy, DNA damage response and apoptosis. Coordinates actin remodeling through tyrosine phosphorylation of proteins controlling cytoskeleton dynamics like WASF3 (involved in branch formation); ANXA1 (involved in membrane anchoring); DBN1, DBNL, CTTN, RAPH1 and ENAH (involved in signaling); or MAPT and PXN (microtubule-bindin [...] 
kmeans	8	Light Sky Blue	63	ADAM15	9606.ENSP00000349436	Disintegrin and metalloproteinase domain-containing protein 15; Active metalloproteinase with gelatinolytic and collagenolytic activity. Plays a role in the wound healing process. Mediates both heterotypic intraepithelial cell/T-cell interactions and homotypic T-cell aggregation. Inhibits beta-1 integrin-mediated cell adhesion and migration of airway smooth muscle cells. Suppresses cell motility on or towards fibronectin possibly by driving alpha-v/beta-1 integrin (ITAGV-ITGB1) cell surface expression via ERK1/2 inactivation. Cleaves E-cadherin in response to growth factor deprivation. [...] 
kmeans	8	Light Sky Blue	63	ADAM8	9606.ENSP00000453302	Disintegrin and metalloproteinase domain-containing protein 8; Possible involvement in extravasation of leukocytes.
kmeans	8	Light Sky Blue	63	ADM	9606.ENSP00000436607	Proadrenomedullin N-20 terminal peptide; AM and PAMP are potent hypotensive and vasodilatator agents. Numerous actions have been reported most related to the physiologic control of fluid and electrolyte homeostasis. In the kidney, am is diuretic and natriuretic, and both am and pamp inhibit aldosterone secretion by direct adrenal actions. In pituitary gland, both peptides at physiologically relevant doses inhibit basal ACTH secretion. Both peptides appear to act in brain and pituitary gland to facilitate the loss of plasma volume, actions which complement their hypotensive effects in b [...] 
kmeans	8	Light Sky Blue	63	AKT1S1	9606.ENSP00000375711	Proline-rich AKT1 substrate 1; Subunit of mTORC1, which regulates cell growth and survival in response to nutrient and hormonal signals. mTORC1 is activated in response to growth factors or amino acids. Growth factor-stimulated mTORC1 activation involves a AKT1-mediated phosphorylation of TSC1- TSC2, which leads to the activation of the RHEB GTPase that potently activates the protein kinase activity of mTORC1. Amino acid-signaling to mTORC1 requires its relocalization to the lysosomes mediated by the Ragulator complex and the Rag GTPases. Activated mTORC1 up-regulates protein synthesis [...] 
kmeans	8	Light Sky Blue	63	BANK1	9606.ENSP00000320509	B-cell scaffold protein with ankyrin repeats; Involved in B-cell receptor (BCR)-induced Ca(2+) mobilization from intracellular stores. Promotes Lyn-mediated phosphorylation of IP3 receptors 1 and 2.
kmeans	8	Light Sky Blue	63	BCR	9606.ENSP00000303507	Breakpoint cluster region protein; Protein with a unique structure having two opposing regulatory activities toward small GTP-binding proteins. The C-terminus is a GTPase-activating protein (GAP) domain which stimulates GTP hydrolysis by RAC1, RAC2 and CDC42. Accelerates the intrinsic rate of GTP hydrolysis of RAC1 or CDC42, leading to down-regulation of the active GTP-bound form. The central Dbl homology (DH) domain functions as guanine nucleotide exchange factor (GEF) that modulates the GTPases CDC42, RHOA and RAC1. Promotes the conversion of CDC42, RHOA and RAC1 from the GDP-bound t [...] 
kmeans	8	Light Sky Blue	63	BRK1	9606.ENSP00000432472	Protein BRICK1; Involved in regulation of actin and microtubule organization. Part of a WAVE complex that activates the Arp2/3 complex. As component of the WAVE1 complex, required for BDNF-NTRK2 endocytic trafficking and signaling from early endosomes (By similarity).
kmeans	8	Light Sky Blue	63	CD2AP	9606.ENSP00000352264	CD2-associated protein; Seems to act as an adapter protein between membrane proteins and the actin cytoskeleton. In collaboration with CBLC, modulates the rate of RET turnover and may act as regulatory checkpoint that limits the potency of GDNF on neuronal survival. Controls CBLC function, converting it from an inhibitor to a promoter of RET degradation (By similarity). May play a role in receptor clustering and cytoskeletal polarity in the junction between T-cell and antigen-presenting cell (By similarity). May anchor the podocyte slit diaphragm to the actin cytoskeleton in renal glom [...] 
kmeans	8	Light Sky Blue	63	CD63	9606.ENSP00000447730	CD63 antigen; Functions as cell surface receptor for TIMP1 and plays a role in the activation of cellular signaling cascades. Plays a role in the activation of ITGB1 and integrin signaling, leading to the activation of AKT, FAK/PTK2 and MAP kinases. Promotes cell survival, reorganization of the actin cytoskeleton, cell adhesion, spreading and migration, via its role in the activation of AKT and FAK/PTK2. Plays a role in VEGFA signaling via its role in regulating the internalization of KDR/VEGFR2. Plays a role in intracellular vesicular transport processes, and is required for normal tr [...] 
kmeans	8	Light Sky Blue	63	CDC37	9606.ENSP00000222005	Hsp90 co-chaperone Cdc37, N-terminally processed; Co-chaperone that binds to numerous kinases and promotes their interaction with the Hsp90 complex, resulting in stabilization and promotion of their activity. Inhibits HSP90AA1 ATPase activity.
kmeans	8	Light Sky Blue	63	CLEC1B	9606.ENSP00000298527	C-type lectin domain family 1 member B; C-type lectin-like receptor that functions as a platelet receptor for the lymphatic endothelial marker, PDPN. After ligand activation, signals via sequential activation of SRC and SYK tyrosine kinases leading to activation of PLCG2. (Microbial infection) Acts as an attachment factor for Human immunodeficiency virus type 1 (HIV-1) and facilitates its capture by platelets.
kmeans	8	Light Sky Blue	63	CRKL	9606.ENSP00000346300	Crk-like protein; May mediate the transduction of intracellular signals.
kmeans	8	Light Sky Blue	63	DAB2	9606.ENSP00000313391	Disabled homolog 2; Adapter protein that functions as clathrin-associated sorting protein (CLASP) required for clathrin-mediated endocytosis of selected cargo proteins. Can bind and assemble clathrin, and binds simultaneously to phosphatidylinositol 4,5-bisphosphate (PtdIns(4,5)P2) and cargos containing non-phosphorylated NPXY internalization motifs, such as the LDL receptor, to recruit them to clathrin-coated pits. Can function in clathrin-mediated endocytosis independently of the AP-2 complex. Involved in endocytosis of integrin beta-1; this function seems to redundant with the AP-2  [...] 
kmeans	8	Light Sky Blue	63	DAG1	9606.ENSP00000442600	Alpha-dystroglycan; The dystroglycan complex is involved in a number of processes including laminin and basement membrane assembly, sarcolemmal stability, cell survival, peripheral nerve myelination, nodal structure, cell migration, and epithelial polarization. Beta-dystroglycan is a transmembrane protein that plays important roles in connecting the extracellular matrix to the cytoskeleton. Acts as a cell adhesion receptor in both muscle and non- muscle tissues. Receptor for both DMD and UTRN and, through these interactions, scaffolds axin to the cytoskeleton. Also functions in cell ad [...] 
kmeans	8	Light Sky Blue	63	DNAJB1	9606.ENSP00000254322	DnaJ homolog subfamily B member 1; Interacts with HSP70 and can stimulate its ATPase activity. Stimulates the association between HSC70 and HIP. Negatively regulates heat shock-induced HSF1 transcriptional activity during the attenuation and recovery phase period of the heat shock response. Stimulates ATP hydrolysis and the folding of unfolded proteins mediated by HSPA1A/B (in vitro).
kmeans	8	Light Sky Blue	63	DOK2	9606.ENSP00000276420	Docking protein 2; DOK proteins are enzymatically inert adaptor or scaffolding proteins. They provide a docking platform for the assembly of multimolecular signaling complexes. DOK2 may modulate the cellular proliferation induced by IL-4, as well as IL-2 and IL-3. May be involved in modulating Bcr-Abl signaling. Attenuates EGF-stimulated MAP kinase activation (By similarity).
kmeans	8	Light Sky Blue	63	FKBP4	9606.ENSP00000001008	Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed; Immunophilin protein with PPIase and co-chaperone activities. Component of steroid receptors heterocomplexes through interaction with heat-shock protein 90 (HSP90). May play a role in the intracellular trafficking of heterooligomeric forms of steroid hormone receptors between cytoplasm and nuclear compartments. The isomerase activity controls neuronal growth cones via regulation of TRPC1 channel opening. Acts also as a regulator of microtubule dynamics by inhibiting MAPT/TAU ability to promote microtubule assembly. May  [...] 
kmeans	8	Light Sky Blue	63	FKBP5	9606.ENSP00000444810	Peptidyl-prolyl cis-trans isomerase FKBP5; Immunophilin protein with PPIase and co-chaperone activities. Component of unligated steroid receptors heterocomplexes through interaction with heat-shock protein 90 (HSP90). Plays a role in the intracellular trafficking of heterooligomeric forms of steroid hormone receptors maintaining the complex into the cytoplasm when unliganded. Acts as a regulator of Akt/AKT1 activity by promoting the interaction between Akt/AKT1 and PHLPP1, thereby enhancing dephosphorylation and subsequent activation of Akt/AKT1.
kmeans	8	Light Sky Blue	63	GFRA1	9606.ENSP00000347591	GDNF family receptor alpha-1; Receptor for GDNF. Mediates the GDNF-induced autophosphorylation and activation of the RET receptor (By similarity).
kmeans	8	Light Sky Blue	63	GP6	9606.ENSP00000308782	Platelet glycoprotein VI; Collagen receptor involved in collagen-induced platelet adhesion and activation. Plays a key role in platelet procoagulant activity and subsequent thrombin and fibrin formation. This procoagulant function may contribute to arterial and venous thrombus formation. The signaling pathway involves the FcR gamma-chain, the Src kinases (likely FYN or LYN) and SYK, the adapter protein LAT and leads to the activation of PLCG2.
kmeans	8	Light Sky Blue	63	GRAP2	9606.ENSP00000339186	GRB2-related adapter protein 2; Interacts with SLP-76 to regulate NF-AT activation. Binds to tyrosine-phosphorylated shc.
